erc_seq,erc_datetime,erc_addr,erc_amount,erc_idatetime,erc_iaddr,erc_memcode,erc_memid,erc_check,erc_hoocode,erc_idate,erc_odate,bit_sale_number,new_sale_number,erc_txid,erc_exchange,s_amount
1,2019-10-06 20:48:57.570,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x89b7d7d81ee9260e38f69e6f8e89c09be8b9e09f,0019100016,TEST1002,1,,20191006204857,20191007024857,2019100600001,2019100600001,0x133cbb028cb21a6qwer94b87fe54ce1672ee636b9622f08d26ed08f86836ae37,0.00134,100
2,2019-10-06 21:00:10.770,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x89b7d7d81ee9260e38f69e6f8e89c09be8b9e11f,0019100045,TEST1003,1,0019100016,20191006210010,20191007030010,2019100600002,2019100600002,0x133cbb028cb21a6zxcv94b87fe54ce1672ee636b9622f08d26ed08f86836ae37,0.00134,100
3,2019-10-06 21:41:24.340,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x89b7d7d81ee9260e38f69e6f8e89c09be8b9e11f,0019100045,TEST1003,1,,20191006214124,20191007034124,2019100600005,2019100600006,0x133cbb028cb21a6qazx94b87fe54ce1672ee636b9622f08d26ed08f86836ae37,0.00134,100
4,2019-10-06 21:52:42.263,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x0838De716F490a928abF362F8CEC9a3e8A44DFb1,0019100020,CHOCAPS31,2,,20191006215242,20191007035242,2019100600006,NULL,NULL,0.00134,100
5,2019-10-06 21:55:30.497,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x78D6CFa3a718780790Ef520729738A459092750D,0019100020,CHOCAPS31,0,,20191006215530,20191007035530,2019100600007,NULL,NULL,0.00134,100
6,2019-10-06 22:20:08.547,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.86567164,NULL,0x0838De716F490a928abF362F8CEC9a3e8A44DFb1,0019100019,CHOCAPS30,1,0019043523,20191006222008,20191007042008,2019100600008,2019100700001,0x0fc4f71a56b792e905b548fd4b1e9bf97dfddcf5b52aff1f12e9c9a74dcec07a,0.00134,100
7,2019-10-06 22:37:30.360,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.8657,NULL,0x89b7d7d81ee9260e38f69e6f8e89c09be8b9e11f,0019100045,TEST1003,1,,20191006223730,20191007043730,2019100600009,2019100600007,0x133cbb028cb21a6idhjf94b87fe54ce1672ee636b9622f08d26ed08f86836ae37,0.00134,100
8,2019-10-07 01:38:23.680,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,80000,NULL,0x0838De716F490a928abF362F8CEC9a3e8A44DFb1,0019100047,CHOCAPS32,1,0019100020,20191007013823,20191007073823,2019100700001,2019100700001,0x1de3922d38b2e4e7d3c3b88cbebefdb31bea5424344bae7190ee7a35606f4ecb,0.00125,100
9,2019-10-07 02:29:26.153,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,80000,NULL,0x89b7d7d81ee9260e38f69e6f8e89c09be8b9e11f,0019100045,TEST1003,1,,20191007022926,20191007082926,2019100700003,2019100700006,0x133cbb028cb21a6pknt94b87fe54ce1672ee636b9622f08d26ed08f86836ae37,0.00125,100
10,2019-10-07 13:17:31.850,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,800000,NULL,0x1049B95f2d6b2BF0da9b1f4F9a9a7450775fA154,0019040630,SK1319,2,,20191007131731,20191007191731,2019100700008,NULL,NULL,0.00125,1000
11,2019-10-07 13:25:20.150,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,800000,NULL,0x1049B95f2d6b2BF0da9b1f4F9a9a7450775fA154,0019040630,SK1319,2,,20191007132520,20191007192520,2019100700009,NULL,NULL,0.00125,1000
12,2019-10-10 11:13:49.197,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1000000,NULL,fdsfdsfdsfdvrevervrfvg,0019051196,CHOCAPS12,0,,20191010111349,20191010171349,2019101000001,NULL,NULL,0.001,1000
13,2019-10-10 12:35:41.470,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xb19548B31f4dD5F18e0Ef83cc20767914CC370ae,0019071823,SYA5405,0,,20191010123541,20191010183541,2019101000002,NULL,NULL,0.00109,1000
14,2019-10-10 18:52:49.633,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,217391.3043,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA-new6160,0019100061,LGSN70572,0,,20191010185249,20191011005249,2019101000005,NULL,NULL,0.00092,200
15,2019-10-10 18:56:25.183,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,300000,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA-new6160,0019080086,LJTS73593,0,,20191010185625,20191011005625,2019101000006,NULL,NULL,0.001,300
16,2019-10-10 18:57:45.457,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,100000,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA-new6160,0019090316,LJMH78563,0,,20191010185745,20191011005745,2019101000007,NULL,NULL,0.001,100
17,2019-10-14 15:56:52.150,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,909090.9091,NULL,0xd3d8Cd63Dfcb3D6432B5f02B86D7A27a5450e7Ee,0019070699,DWKS535,2,,20191014155652,20191014215652,2019101400001,NULL,NULL,0.0011,1000
18,2019-10-14 17:40:20.213,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,90909.0909,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019051869,HJB0022,0,,20191014174020,20191014234020,2019101400002,NULL,NULL,0.0011,100
19,2019-10-14 19:11:30.820,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,909090.9091,NULL,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,0019100107,POH0069,2,0019040062,20191014191130,20191015011130,2019101400004,NULL,NULL,0.0011,1000
20,2019-10-14 19:24:04.123,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,909090.9091,NULL,0xB93d3c1FCDF528756A7442631d6C51A80B511C86,0019100107,POH0069,2,0019040062,20191014192404,20191015012404,2019101400005,NULL,NULL,0.0011,1000
21,2019-10-16 16:28:35.677,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x8e7D4eA685C84f474e766e0b4EB22C8493fD52bA,0019071848,CGIM9666,0,,20191016162835,20191016222835,2019101600002,NULL,NULL,0.00109,1000
22,2019-10-17 17:40:13.640,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,990099.0099,NULL,0xB93d3c1FCDF528756A7442631d6C51A80B511C86,0019100107,POH0069,2,0019040062,20191017174013,20191017234013,2019101700001,NULL,NULL,0.00101,1000
23,2019-10-17 19:00:59.947,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,98039.2157,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100072,TEST1009,1,,20191017190059,20191018010059,2019101700004,2019101700005,trans20191017190449,0.00102,100
24,2019-10-17 19:10:19.757,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,490196.0784,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100072,TEST1009,1,,20191017191019,20191018011019,2019101700005,2019101700006,trans20191017191038,0.00102,500
25,2019-10-17 19:22:17.760,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,98039.2157,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100119,TEST1017,1,0019100072,20191017192217,20191018012217,2019101700006,2019101700007,trans20191017192236,0.00102,100
26,2019-10-21 18:41:14.203,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0xB93d3c1FCDF528756A7442631d6C51A80B511C86,0019100107,POH0069,1,0019040062,20191021184114,20191022004114,2019102100003,2019102100009,trans20191021185437,0.00094,1000
27,2019-10-31 12:13:07.300,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xd3d8Cd63Dfcb3D6432B5f02B86D7A27a5450e7Ee,0019070699,DWKS535,0,,20191031121307,20191031181307,2019103100002,NULL,NULL,0.00086,1000
28,2019-10-31 18:22:57.307,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,813953.4884,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019030044,SS5677,1,,20191031182257,20191101002257,2019103100006,2019103100026,trans20191031184659,0.00086,700
29,2019-10-31 18:54:04.067,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,813953.4884,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019030044,SS5677,1,,20191031185404,20191101005404,2019103100007,2019103100028,trans20191031185622,0.00086,700
30,2019-11-01 10:08:19.273,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3191489.3617,NULL,0xc5ac77eae59ef60c4975c9e3da8b55a54a009621,0019040630,SK1319,2,,20191101100819,20191101160819,2019110100001,NULL,NULL,0.00094,3000
31,2019-11-01 15:08:19.623,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,0019040630,SK1319,0,,20191101150819,20191101210819,2019110100002,NULL,NULL,0.00094,1000
32,2019-11-04 16:01:25.440,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,315789.4737,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019100168,OKOK59,1,,20191104160125,20191104220125,2019110400001,2019110400004,trans20191104161658,0.00095,300
33,2019-11-06 15:59:32.997,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xb19548B31f4dD5F18e0Ef83cc20767914CC370ae,0019110013,KKS3600,1,0019071848,20191106155932,20191106215932,2019110600001,2019110600001,trans20191106162356,0.00087,1000
34,2019-11-06 16:17:11.290,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019041445,BB1018,1,,20191106161711,20191106221711,2019110600002,2019110600002,trans20191106162359,0.00095,100
35,2019-11-06 16:22:35.920,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051875,EHJ3004,1,,20191106162235,20191106222235,2019110600003,2019110600003,trans20191106162403,0.00095,100
36,2019-11-08 14:44:48.870,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,114942.5287,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051878,EHJ3007,1,,20191108144448,20191108204448,2019110800001,2019110800001,trans20191108144736,0.00087,100
37,2019-11-08 14:47:23.770,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,114942.5287,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051882,EHJ3011,1,,20191108144723,20191108204723,2019110800002,2019110800002,trans20191108155818,0.00087,100
38,2019-11-08 14:50:04.893,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,114942.5287,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051885,EHJ3014,1,,20191108145004,20191108205004,2019110800003,2019110800003,trans20191108155824,0.00087,100
39,2019-11-08 18:42:11.883,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051873,EHJ3002,1,,20191108184211,20191109004211,2019110800007,2019110800008,trans20191108184720,0.00095,100
40,2019-11-08 18:45:06.920,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051880,EHJ3009,1,,20191108184506,20191109004506,2019110800008,2019110800010,trans20191108193147,0.00095,100
41,2019-11-08 18:49:14.757,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051305,EHJ1024,1,,20191108184914,20191109004914,2019110800010,2019110800011,trans20191108193149,0.00095,100
42,2019-11-08 18:51:45.143,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051849,EHJ2004,1,,20191108185145,20191109005145,2019110800011,2019110800012,trans20191108193154,0.00095,100
43,2019-11-08 18:55:07.637,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051316,EHJ1035,1,,20191108185507,20191109005507,2019110800012,2019110800013,trans20191108193157,0.00095,100
44,2019-11-08 18:57:46.897,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051503,EHJ2005,1,,20191108185746,20191109005746,2019110800013,2019110800014,trans20191108193201,0.00095,100
45,2019-11-08 19:00:24.600,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019051860,HJB0013,1,,20191108190024,20191109010024,2019110800014,2019110800015,trans20191108193204,0.00095,100
46,2019-11-10 17:22:36.230,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019051863,HJB0016,2,,20191110172236,20191110232236,2019111000001,NULL,NULL,0.00095,100
47,2019-11-11 17:04:16.470,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019050851,ASD3001,1,,20191111170416,20191111230416,2019111100002,2019111100002,trans20191111173452,0.00094,1000
48,2019-11-11 17:20:39.273,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019110022,JYS02,2,0019070475,20191111172039,20191111232039,2019111100003,NULL,NULL,0.00094,1000
49,2019-11-12 11:11:26.087,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019110025,BDO4115,1,0019051283,20191112111126,20191112171126,2019111200001,2019111200001,trans20191112111247,0.00086,100
50,2019-11-13 16:15:31.627,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019051863,HJB0016,1,,20191113161531,20191113221531,2019111300002,2019111300002,trans20191113162606,0.00086,100
51,2019-11-13 16:18:40.827,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019051867,HJB0020,1,,20191113161840,20191113221840,2019111300003,2019111300003,trans20191113162611,0.00086,100
52,2019-11-13 17:10:16.707,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019110022,JYS02,0,0019070470,20191113171016,20191113231016,2019111300004,NULL,NULL,0.00086,1000
53,2019-11-13 18:00:21.283,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xC81678416c42e6246bC9B353FE614607A2a3e0A4,0019051116,USA5882,1,,20191113180021,20191114000021,2019111300005,2019111300006,trans20191113181843,0.00086,100
54,2019-11-14 13:34:09.957,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3529411.7647,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019090302,NHK05551,1,,20191114133409,20191114193409,2019111400001,2019111400002,trans20191114134722,0.00085,3000
55,2019-11-14 15:38:03.753,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019070474,OKCH05,1,,20191114153803,20191114213803,2019111400002,2019111400003,trans20191114154637,0.00094,1000
56,2019-11-14 16:49:24.267,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,212765.9574,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019041428,BB1001,1,,20191114164924,20191114224924,2019111400003,2019111400004,trans20191114171030,0.00094,200
57,2019-11-14 17:11:23.890,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0x379Cba1ea3dFB0A5D9F04EE488F9793A58376F1a,0019110031,HSM3004,1,0019080118,20191114171123,20191114231123,2019111400004,2019111400005,trans20191114182750,0.00094,1000
58,2019-11-28 12:20:04.283,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,840336.1345,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019090302,NHK05551,1,,20191128122004,20191128182004,2019112800001,2019112800002,trans20191128123300,0.00119,1000
59,2019-11-28 12:46:10.620,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1818181.8182,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019110054,BMJ26701,1,0019100065,20191128124610,20191128184610,2019112800002,2019112800008,trans20191128130125,0.0011,2000
60,2019-11-28 15:56:05.397,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,980392.1569,NULL,0x65ffb7F3B7044cE33097c8066d426e0d45464750,0019030463,K2818,1,,20191128155605,20191128215605,2019112800005,2019112800016,0x5c0f385f47fc8d6526c0937264f9d871f37bdb4d37581bfebc3cc0316cb741e2,0.00102,1000
61,2019-11-28 18:38:41.247,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,787401.5748,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100101,LIGB69414,1,,20191128183841,20191129003841,2019112800010,2019112800017,trans20191128184949,0.00127,1000
62,2019-11-28 18:41:12.340,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,787401.5748,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100102,LIGB69415,1,,20191128184112,20191129004112,2019112800011,2019112800018,trans20191128185212,0.00127,1000
63,2019-11-28 18:43:51.870,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,787401.5748,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019110058,LGEC80113,1,0019110032,20191128184351,20191129004351,2019112800012,2019112800019,trans20191128185216,0.00127,1000
64,2019-11-28 18:58:03.853,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,472440.9449,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100135,LJMH78564,1,,20191128185803,20191129005803,2019112800013,2019112800020,trans20191128190010,0.00127,600
65,2019-11-28 19:01:08.000,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,393700.7874,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100164,LIHY49113,1,,20191128190107,20191129010107,2019112800014,2019112800021,trans20191128190358,0.00127,500
66,2019-11-28 19:07:28.213,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,393700.7874,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019110062,LIHY49114,2,0019100164,20191128190728,20191129010728,2019112800015,NULL,NULL,0.00127,500
67,2019-11-28 19:13:50.447,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,326797.3856,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019110062,LIHY49114,1,0019100164,20191128191350,20191129011350,2019112800016,2019112800026,trans20191128191625,0.00153,500
